Time,Manual_Count,Time,Netgear Inc.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"SAMSUNG ELECTRO-MECHANICS CO., LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Apple,Time,Belkin International Inc.,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,ASUSTek COMPUTER INC.,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,"Samsung Electronics Co.,Ltd",Time,Intel Corporate,Time,DrayTek Corp.,Time,Hewlett-Packard Company,Time,Hewlett Packard,Time,"NETGEAR INC.,",Time,"Apple, Inc",Time,"Murata Manufacturing Co., Ltd.",Time,Nokia Corporation,Time,Ubiquiti Networks,Time,ICP Electronics Inc.,Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Routerboard.com,Time,SEIKO EPSON CORPORATION,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Enerpoint Ltd.,Time,Paragon Technologies Inc.,Time,Liteon Tech Corp.,Time,Lexmark International Inc.,Time,"Apple, Inc.",Time,"Murata Manufacturing Co.,Ltd.",Time,Apple Inc,Time,HTC Corporation,Time,"Huawei Technologies Co., Ltd",Time,"Samsung Electro Mechanics co., LTD.",Time,WISOL,Time,Sony Mobile Communications AB,Time,"Samsung Electro Mechanics co.,LTD.",Time,"Billion Electric Co., Ltd.",Time,Liteon Technology Corporation,Time,Pittasoft,Time,FUJI-XEROX CO. LTD.
1208,13,1208,1,1208,1,1208,5,1208,0,1208,2,1208,5,1208,11,1208,1,1208,2,1208,1,1212,2,1212,2,1212,1,1212,0,1212,2,1225,1,1225,2,1225,2,1229,1,1229,2,1238,0,1251,0,1254,1,1267,0,1271,0,1275,1,1293,0,1305,0,1331,0,1339,0,1356,1,1441,0,1597,0,1609,0,1713,1,1721,0,1725,0,1776,0,,,,,,,,,,,,,,
1212,13,1212,1,1212,1,1212,5,1212,0,1212,2,1212,5,1212,11,1212,1,1212,2,1212,1,1216,2,1216,2,1216,1,1216,0,1216,2,1229,1,1229,2,1229,2,1233,1,1233,2,1241,1,1254,0,1259,1,1271,0,1275,0,1280,1,1297,0,1309,0,1334,0,1343,0,1360,1,1445,0,1601,0,1614,0,1717,1,1725,0,1730,0,1780,0,,,,,,,,,,,,,,
1216,13,1216,1,1216,1,1216,5,1216,0,1216,2,1216,5,1216,10,1216,1,1216,2,1216,1,1221,2,1221,2,1221,1,1221,0,1221,2,1233,1,1233,2,1233,2,1238,1,1238,2,1246,1,1259,0,1262,1,1275,0,1280,0,1284,1,1301,0,1314,0,1339,0,1347,0,1365,1,1449,0,1605,0,1619,0,1721,1,1730,0,1734,0,1784,0,,,,,,,,,,,,,,
1221,13,1221,1,1221,1,1221,5,1221,0,1221,2,1221,5,1221,9,1221,1,1221,2,1221,1,1225,2,1225,3,1225,1,1225,0,1225,2,1238,1,1238,2,1238,2,1241,1,1241,2,1251,1,1262,0,1267,1,1280,1,1284,0,1288,1,1305,0,1318,0,1343,1,1352,0,1369,1,1454,0,1609,0,1624,0,1725,1,1734,0,1737,0,1789,0,,,,,,,,,,,,,,
1225,13,1225,1,1225,1,1225,5,1225,0,1225,2,1225,5,1225,9,1225,1,1225,2,1225,1,1229,2,1229,3,1229,1,1229,0,1229,2,1241,1,1241,2,1241,2,1246,1,1246,2,1254,1,1267,0,1271,1,1284,1,1288,0,1293,1,1309,0,1322,0,1347,1,1356,0,1373,1,1457,0,1614,0,1627,0,1730,1,1737,0,1742,0,1793,0,,,,,,,,,,,,,,
1229,13,1229,1,1229,1,1229,4,1229,0,1229,2,1229,5,1229,8,1229,1,1229,2,1229,1,1233,2,1233,3,1233,1,1233,0,1233,2,1246,1,1246,2,1246,2,1251,1,1251,2,1259,1,1271,0,1275,1,1288,1,1293,0,1297,1,1314,0,1327,0,1352,1,1360,0,1377,1,1462,0,1619,0,1631,0,1734,1,1742,0,1746,0,1797,0,,,,,,,,,,,,,,
1233,13,1233,1,1233,1,1233,3,1233,0,1233,2,1233,5,1233,8,1233,1,1233,2,1233,1,1238,2,1238,3,1238,1,1238,0,1238,2,1251,1,1251,2,1251,2,1254,1,1254,2,1262,1,1275,0,1280,1,1293,1,1297,0,1301,1,1318,0,1331,0,1356,1,1365,0,1381,1,1466,0,1624,0,1635,0,1737,1,1746,0,1750,0,1801,0,,,,,,,,,,,,,,
1238,13,1238,1,1238,1,1238,3,1238,0,1238,2,1238,4,1238,8,1238,1,1238,2,1238,1,1241,2,1241,3,1241,1,1241,0,1241,2,1254,1,1254,2,1254,1,1259,1,1259,2,1267,1,1280,0,1284,1,1297,1,1301,0,1305,1,1322,0,1334,0,1360,1,1369,0,1385,1,1470,0,1627,0,1640,0,1742,1,1750,0,1754,0,,,,,,,,,,,,,,,,
1241,13,1241,1,1241,1,1241,3,1241,0,1241,2,1241,4,1241,8,1241,1,1241,2,1241,1,1246,2,1246,3,1246,1,1246,0,1246,2,1259,1,1259,2,1259,1,1262,1,1262,2,1271,1,1284,0,1288,1,1301,1,1305,0,1309,1,1327,0,1339,0,1365,1,1373,0,1390,1,1475,0,1631,0,1644,0,1746,1,1754,0,1758,0,,,,,,,,,,,,,,,,
1246,13,1246,1,1246,1,1246,3,1246,0,1246,2,1246,4,1246,7,1246,1,1246,2,1246,1,1251,2,1251,3,1251,1,1251,0,1251,2,1262,1,1262,2,1262,1,1267,1,1267,2,1275,1,1288,0,1293,1,1305,1,1309,0,1314,1,1331,0,1343,0,1369,1,1377,0,1394,1,1479,0,1635,0,1649,0,1750,1,1758,0,1763,0,,,,,,,,,,,,,,,,
1251,13,1251,1,1251,1,1251,3,1251,0,1251,2,1251,5,1251,7,1251,1,1251,2,1251,1,1254,2,1254,3,1254,1,1254,0,1254,2,1267,1,1267,2,1267,0,1271,1,1271,2,1280,1,1293,0,1297,1,1309,1,1314,0,1318,1,1334,0,1347,0,1373,1,1381,0,1399,1,1483,0,1640,0,1653,0,1754,1,1763,0,1767,0,,,,,,,,,,,,,,,,
1254,13,1254,1,1254,1,1254,3,1254,0,1254,2,1254,5,1254,7,1254,1,1254,2,1254,1,1259,2,1259,3,1259,1,1259,0,1259,2,1271,1,1271,2,1271,0,1275,1,1275,2,1284,1,1297,0,1301,1,1314,1,1318,0,1322,1,1339,0,1352,0,1377,1,1385,0,1403,1,1487,0,1644,0,1656,0,1758,1,1767,0,1772,0,,,,,,,,,,,,,,,,
1259,13,1259,1,1259,1,1259,3,1259,0,1259,2,1259,5,1259,5,1259,1,1259,2,1259,1,1262,2,1262,3,1262,1,1262,0,1262,2,1275,1,1275,2,1275,0,1280,1,1280,2,1288,1,1301,0,1305,1,1318,1,1322,0,1327,1,1343,0,1356,0,1381,1,1390,0,1406,0,1491,0,1649,0,1660,0,1763,1,1772,0,1776,0,,,,,,,,,,,,,,,,
1262,13,1262,1,1262,1,1262,3,1262,0,1262,2,1262,5,1262,6,1262,1,1262,2,1262,1,1267,2,1267,3,1267,1,1267,0,1267,2,1280,1,1280,2,1280,0,1284,1,1284,2,1293,1,1305,0,1309,1,1322,1,1327,0,1331,1,1347,0,1360,0,1385,1,1394,0,1411,0,1496,0,1653,0,1666,0,1767,1,1776,0,1780,0,,,,,,,,,,,,,,,,
1267,13,1267,1,1267,1,1267,3,1267,0,1267,2,1267,5,1267,7,1267,1,1267,2,1267,1,1271,2,1271,3,1271,1,1271,0,1271,2,1284,1,1284,2,1284,0,1288,1,1288,1,1297,1,1309,0,1314,1,1327,1,1331,0,1334,1,1352,0,1365,0,1390,1,1399,0,1416,0,1500,0,1656,0,1669,0,1772,1,1780,0,1784,0,,,,,,,,,,,,,,,,
1271,13,1271,1,1271,1,1271,3,1271,0,1271,2,1271,5,1271,7,1271,1,1271,2,1271,1,1275,2,1275,3,1275,1,1275,0,1275,2,1288,1,1288,2,1288,0,1293,1,1293,2,1301,1,1314,0,1318,1,1331,1,1334,0,1339,1,1356,0,1369,0,1394,1,1403,0,1420,0,1503,0,1660,0,1673,0,1776,1,1784,0,1789,0,,,,,,,,,,,,,,,,
1275,13,1275,1,1275,1,1275,3,1275,0,1275,2,1275,5,1275,9,1275,1,1275,2,1275,1,1280,2,1280,3,1280,1,1280,0,1280,2,1293,1,1293,2,1293,0,1297,1,1297,2,1305,1,1318,0,1322,1,1334,1,1339,0,1343,1,1360,0,1373,0,1399,1,1406,0,1423,0,1508,0,1666,0,1677,0,1780,1,1789,0,1793,0,,,,,,,,,,,,,,,,
1280,13,1280,1,1280,1,1280,3,1280,0,1280,2,1280,5,1280,9,1280,1,1280,2,1280,1,1284,2,1284,3,1284,0,1284,0,1284,2,1297,1,1297,3,1297,1,1301,1,1301,4,1309,1,1322,0,1327,1,1339,1,1343,0,1347,1,1365,1,1377,0,1403,1,1411,0,1428,0,1512,0,1669,0,1682,0,1784,1,1793,0,1797,0,,,,,,,,,,,,,,,,
1284,13,1284,1,1284,1,1284,2,1284,0,1284,2,1284,5,1284,9,1284,1,1284,2,1284,1,1288,2,1288,3,1288,0,1288,0,1288,2,1301,1,1301,3,1301,1,1305,1,1305,4,1314,1,1327,0,1331,1,1343,1,1347,0,1352,1,1369,1,1381,0,1406,1,1416,0,1433,0,1516,0,1673,0,1686,0,1789,1,1797,0,1801,0,,,,,,,,,,,,,,,,
1288,13,1288,1,1288,1,1288,2,1288,0,1288,2,1288,4,1288,7,1288,1,1288,2,1288,1,1293,2,1293,3,1293,0,1293,0,1293,2,1305,1,1305,3,1305,1,1309,1,1309,3,1318,1,1331,0,1334,1,1347,1,1352,0,1356,1,1373,1,1385,0,1411,1,1420,0,1437,0,1521,0,1677,0,1690,0,1793,1,1801,0,,,,,,,,,,,,,,,,,,
1293,13,1293,1,1293,1,1293,2,1293,0,1293,2,1293,4,1293,6,1293,1,1293,2,1293,1,1297,2,1297,3,1297,0,1297,0,1297,2,1309,1,1309,3,1309,1,1314,1,1314,3,1322,1,1334,0,1339,1,1352,1,1356,0,1360,1,1377,1,1390,0,1416,1,1423,0,1441,0,1525,0,1682,0,1694,0,1797,1,,,,,,,,,,,,,,,,,,,,
1297,13,1297,1,1297,1,1297,3,1297,0,1297,2,1297,4,1297,6,1297,1,1297,2,1297,1,1301,2,1301,3,1301,0,1301,0,1301,2,1314,1,1314,3,1314,1,1318,1,1318,3,1327,1,1339,0,1343,1,1356,0,1360,0,1365,1,1381,1,1394,0,1420,0,1428,0,1445,0,1530,0,1686,0,1700,0,1801,1,,,,,,,,,,,,,,,,,,,,
1301,13,1301,1,1301,1,1301,3,1301,0,1301,2,1301,4,1301,6,1301,1,1301,2,1301,1,1305,2,1305,3,1305,0,1305,0,1305,2,1318,1,1318,3,1318,1,1322,1,1322,4,1331,1,1343,0,1347,1,1360,0,1365,0,1369,1,1385,1,1399,0,1423,0,1433,0,1449,0,1534,0,1690,0,1704,0,,,,,,,,,,,,,,,,,,,,,,
1305,13,1305,1,1305,1,1305,3,1305,0,1305,2,1305,4,1305,7,1305,1,1305,2,1305,1,1309,1,1309,3,1309,0,1309,0,1309,2,1322,1,1322,2,1322,1,1327,1,1327,4,1334,1,1347,0,1352,1,1365,0,1369,0,1373,1,1390,1,1403,0,1428,0,1437,0,1454,0,1538,0,1694,0,1709,0,,,,,,,,,,,,,,,,,,,,,,
1309,13,1309,1,1309,1,1309,2,1309,0,1309,2,1309,4,1309,7,1309,1,1309,2,1309,1,1314,1,1314,3,1314,1,1314,0,1314,2,1327,1,1327,2,1327,1,1331,1,1331,4,1339,1,1352,0,1356,1,1369,0,1373,0,1377,1,1394,1,1406,0,1433,0,1441,0,1457,0,1542,0,1700,0,1713,0,,,,,,,,,,,,,,,,,,,,,,
1314,13,1314,1,1314,1,1314,2,1314,0,1314,2,1314,4,1314,7,1314,1,1314,2,1314,1,1318,1,1318,3,1318,1,1318,0,1318,1,1331,1,1331,1,1331,1,1334,1,1334,4,1343,1,1356,0,1360,1,1373,0,1377,0,1381,1,1399,1,1411,0,1437,0,1445,0,1462,0,1546,0,1704,0,1717,0,,,,,,,,,,,,,,,,,,,,,,
1318,13,1318,1,1318,1,1318,2,1318,0,1318,2,1318,4,1318,9,1318,1,1318,2,1318,1,1322,1,1322,3,1322,1,1322,0,1322,1,1334,1,1334,1,1334,1,1339,1,1339,4,1347,1,1360,0,1365,1,1377,0,1381,0,1385,1,1403,1,1416,0,1441,0,1449,0,1466,0,1550,0,1709,0,1721,0,,,,,,,,,,,,,,,,,,,,,,
1322,12,1322,1,1322,1,1322,2,1322,0,1322,2,1322,4,1322,9,1322,1,1322,2,1322,1,1327,1,1327,3,1327,1,1327,0,1327,1,1339,1,1339,1,1339,1,1343,1,1343,4,1352,1,1365,0,1369,1,1381,0,1385,0,1390,1,1406,1,1420,1,1445,0,1454,0,1470,0,1554,0,1713,0,1725,0,,,,,,,,,,,,,,,,,,,,,,
1327,12,1327,1,1327,1,1327,3,1327,0,1327,2,1327,4,1327,9,1327,1,1327,2,1327,1,1331,1,1331,3,1331,1,1331,1,1331,1,1343,1,1343,1,1343,1,1347,1,1347,4,1356,1,1369,0,1373,1,1385,0,1390,0,1394,1,1411,1,1423,1,1449,0,1457,0,1475,0,1559,0,1717,0,1730,0,,,,,,,,,,,,,,,,,,,,,,
1331,12,1331,1,1331,1,1331,4,1331,0,1331,2,1331,4,1331,11,1331,1,1331,2,1331,1,1334,1,1334,3,1334,1,1334,1,1334,1,1347,1,1347,2,1347,1,1352,1,1352,4,1360,1,1373,0,1377,1,1390,0,1394,0,1399,1,1416,1,1428,1,1454,0,1462,0,1479,0,1563,0,1721,0,1734,0,,,,,,,,,,,,,,,,,,,,,,
1334,12,1334,1,1334,1,1334,4,1334,0,1334,2,1334,4,1334,11,1334,1,1334,2,1334,1,1339,1,1339,3,1339,1,1339,1,1339,1,1352,1,1352,2,1352,1,1356,1,1356,4,1365,1,1377,0,1381,1,1394,0,1399,0,1403,1,1420,1,1433,1,1457,0,1466,0,1483,0,1567,0,1725,0,1737,0,,,,,,,,,,,,,,,,,,,,,,
1339,14,1339,1,1339,1,1339,4,1339,0,1339,2,1339,4,1339,10,1339,1,1339,2,1339,1,1343,1,1343,3,1343,1,1343,1,1343,1,1356,1,1356,2,1356,1,1360,1,1360,4,1369,1,1381,0,1385,1,1399,0,1403,0,1406,1,1423,1,1437,1,1462,0,1470,0,1487,0,1571,0,1730,0,1742,0,,,,,,,,,,,,,,,,,,,,,,
1343,14,1343,1,1343,1,1343,4,1343,0,1343,2,1343,3,1343,9,1343,1,1343,2,1343,1,1347,1,1347,2,1347,1,1347,1,1347,1,1360,1,1360,2,1360,1,1365,1,1365,4,1373,1,1385,0,1390,1,1403,0,1406,0,1411,1,1428,1,1441,1,1466,0,1475,0,1491,0,1575,0,1734,0,1746,0,,,,,,,,,,,,,,,,,,,,,,
1347,14,1347,1,1347,1,1347,4,1347,0,1347,2,1347,3,1347,9,1347,1,1347,2,1347,1,1352,1,1352,2,1352,1,1352,1,1352,1,1365,1,1365,2,1365,1,1369,1,1369,4,1377,1,1390,0,1394,1,1406,0,1411,0,1416,0,1433,1,1445,1,1470,0,1479,0,1496,0,1579,0,1737,0,1750,0,,,,,,,,,,,,,,,,,,,,,,
1352,14,1352,1,1352,1,1352,4,1352,0,1352,2,1352,3,1352,8,1352,1,1352,2,1352,1,1356,1,1356,2,1356,1,1356,1,1356,1,1369,1,1369,2,1369,2,1373,1,1373,4,1381,1,1394,0,1399,1,1411,0,1416,0,1420,0,1437,1,1449,1,1475,0,1483,0,1500,0,1584,0,1742,0,1754,0,,,,,,,,,,,,,,,,,,,,,,
1356,14,1356,1,1356,1,1356,4,1356,0,1356,2,1356,2,1356,8,1356,1,1356,2,1356,1,1360,2,1360,2,1360,1,1360,1,1360,1,1373,1,1373,2,1373,2,1377,1,1377,1,1385,1,1399,0,1403,1,1416,0,1420,0,1423,0,1441,1,1454,1,1479,0,1487,0,1503,0,1588,0,1746,0,1758,0,,,,,,,,,,,,,,,,,,,,,,
1360,14,1360,1,1360,1,1360,5,1360,0,1360,2,1360,3,1360,8,1360,1,1360,2,1360,1,1365,2,1365,2,1365,1,1365,1,1365,1,1377,1,1377,2,1377,1,1381,1,1381,1,1390,1,1403,0,1406,1,1420,0,1423,0,1428,0,1445,1,1457,1,1483,0,1491,0,1508,0,1593,0,1750,0,1763,0,,,,,,,,,,,,,,,,,,,,,,
1365,14,1365,1,1365,1,1365,6,1365,0,1365,2,1365,3,1365,8,1365,1,1365,1,1365,1,1369,2,1369,2,1369,1,1369,1,1369,1,1381,1,1381,2,1381,1,1385,1,1385,2,1394,1,1406,0,1411,1,1423,0,1428,0,1433,0,1449,1,1462,1,1487,0,1496,0,1512,1,1597,0,1754,0,1767,0,,,,,,,,,,,,,,,,,,,,,,
1369,14,1369,1,1369,1,1369,6,1369,0,1369,2,1369,3,1369,8,1369,1,1369,1,1369,1,1373,2,1373,2,1373,1,1373,1,1373,1,1385,1,1385,2,1385,1,1390,1,1390,2,1399,1,1411,0,1416,1,1428,0,1433,0,1437,0,1454,1,1466,1,1491,0,1500,0,1516,1,1601,0,1758,0,1772,0,,,,,,,,,,,,,,,,,,,,,,
1373,14,1373,1,1373,1,1373,6,1373,0,1373,2,1373,3,1373,8,1373,1,1373,1,1373,1,1377,2,1377,2,1377,1,1377,1,1377,1,1390,1,1390,2,1390,1,1394,1,1394,3,1403,1,1416,0,1420,1,1433,0,1437,0,1441,0,1457,1,1470,1,1496,0,1503,0,1521,1,1605,0,1763,0,1776,0,,,,,,,,,,,,,,,,,,,,,,
1377,14,1377,1,1377,1,1377,6,1377,0,1377,2,1377,3,1377,8,1377,1,1377,1,1377,1,1381,2,1381,2,1381,1,1381,1,1381,1,1394,1,1394,2,1394,1,1399,1,1399,2,1406,1,1420,0,1423,1,1437,0,1441,0,1445,0,1462,1,1475,1,1500,0,1508,0,1525,1,1609,0,1767,0,1780,0,,,,,,,,,,,,,,,,,,,,,,
1381,14,1381,1,1381,1,1381,6,1381,0,1381,2,1381,3,1381,8,1381,1,1381,1,1381,1,1385,2,1385,2,1385,1,1385,1,1385,1,1399,1,1399,2,1399,1,1403,1,1403,2,1411,1,1423,0,1428,1,1441,0,1445,0,1449,0,1466,1,1479,1,1503,0,1512,0,1530,1,1614,0,1772,0,1784,0,,,,,,,,,,,,,,,,,,,,,,
1385,14,1385,1,1385,1,1385,6,1385,0,1385,2,1385,3,1385,8,1385,1,1385,1,1385,1,1390,2,1390,2,1390,1,1390,1,1390,1,1403,1,1403,2,1403,1,1406,1,1406,2,1416,1,1428,0,1433,1,1445,0,1449,0,1454,0,1470,1,1483,1,1508,0,1516,0,1534,1,1619,0,1776,0,1789,0,,,,,,,,,,,,,,,,,,,,,,
1390,14,1390,1,1390,1,1390,6,1390,0,1390,2,1390,3,1390,8,1390,1,1390,1,1390,1,1394,2,1394,2,1394,1,1394,1,1394,1,1406,1,1406,2,1406,1,1411,1,1411,2,1420,1,1433,0,1437,1,1449,0,1454,0,1457,0,1475,1,1487,1,1512,0,1521,0,1538,1,1624,0,1780,0,1793,0,,,,,,,,,,,,,,,,,,,,,,
1394,14,1394,1,1394,1,1394,6,1394,0,1394,2,1394,3,1394,7,1394,1,1394,1,1394,1,1399,2,1399,2,1399,1,1399,1,1399,1,1411,1,1411,2,1411,1,1416,1,1416,3,1423,1,1437,0,1441,1,1454,0,1457,0,1462,0,1479,1,1491,1,1516,0,1525,0,1542,1,1627,0,1784,0,1797,0,,,,,,,,,,,,,,,,,,,,,,
1399,14,1399,1,1399,1,1399,6,1399,0,1399,2,1399,3,1399,7,1399,1,1399,1,1399,1,1403,2,1403,2,1403,1,1403,1,1403,1,1416,1,1416,3,1416,2,1420,1,1420,3,1428,1,1441,0,1445,1,1457,0,1462,0,1466,0,1483,0,1496,1,1521,0,1530,0,1546,1,1631,0,1789,0,1801,0,,,,,,,,,,,,,,,,,,,,,,
1403,14,1403,1,1403,1,1403,6,1403,0,1403,2,1403,3,1403,7,1403,1,1403,1,1403,1,1406,2,1406,2,1406,1,1406,0,1406,1,1420,1,1420,3,1420,2,1423,1,1423,3,1433,1,1445,0,1449,1,1462,0,1466,0,1470,0,1487,1,1500,1,1525,0,1534,0,1550,1,1635,0,1793,0,,,,,,,,,,,,,,,,,,,,,,,,
1406,14,1406,1,1406,1,1406,5,1406,0,1406,2,1406,3,1406,6,1406,1,1406,1,1406,1,1411,2,1411,2,1411,1,1411,0,1411,1,1423,1,1423,3,1423,2,1428,1,1428,3,1437,1,1449,0,1454,1,1466,0,1470,0,1475,0,1491,1,1503,1,1530,0,1538,0,1554,1,1640,0,1797,0,,,,,,,,,,,,,,,,,,,,,,,,
1411,14,1411,1,1411,1,1411,5,1411,0,1411,2,1411,3,1411,6,1411,1,1411,1,1411,1,1416,2,1416,2,1416,1,1416,0,1416,1,1428,1,1428,3,1428,2,1433,1,1433,3,1441,1,1454,0,1457,1,1470,0,1475,0,1479,0,1496,1,1508,1,1534,0,1542,0,1559,1,1644,0,1801,0,,,,,,,,,,,,,,,,,,,,,,,,
1416,14,1416,1,1416,1,1416,5,1416,0,1416,2,1416,3,1416,7,1416,1,1416,1,1416,1,1420,2,1420,3,1420,1,1420,0,1420,1,1433,1,1433,3,1433,2,1437,1,1437,3,1445,1,1457,0,1462,1,1475,0,1479,0,1483,0,1500,1,1512,1,1538,0,1546,0,1563,1,1649,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,14,1420,1,1420,1,1420,4,1420,0,1420,2,1420,3,1420,7,1420,1,1420,1,1420,1,1423,2,1423,3,1423,1,1423,0,1423,2,1437,1,1437,3,1437,2,1441,1,1441,3,1449,1,1462,0,1466,1,1479,0,1483,0,1487,0,1503,1,1516,2,1542,0,1550,0,1567,1,1653,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,14,1423,1,1423,1,1423,4,1423,0,1423,2,1423,3,1423,6,1423,1,1423,1,1423,1,1428,2,1428,3,1428,1,1428,0,1428,2,1441,1,1441,2,1441,2,1445,1,1445,3,1454,1,1466,0,1470,1,1483,0,1487,0,1491,0,1508,1,1521,2,1546,0,1554,0,1571,1,1656,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,14,1428,1,1428,1,1428,5,1428,0,1428,2,1428,3,1428,7,1428,1,1428,1,1428,1,1433,2,1433,3,1433,1,1433,0,1433,2,1445,1,1445,2,1445,2,1449,1,1449,3,1457,1,1470,0,1475,1,1487,0,1491,0,1496,0,1512,1,1525,2,1550,0,1559,0,1575,1,1660,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,14,1433,1,1433,1,1433,7,1433,0,1433,2,1433,3,1433,7,1433,1,1433,1,1433,1,1437,2,1437,3,1437,1,1437,0,1437,2,1449,1,1449,2,1449,2,1454,1,1454,3,1462,1,1475,0,1479,1,1491,0,1496,0,1500,0,1516,1,1530,2,1554,0,1563,0,1579,1,1666,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,14,1437,1,1437,1,1437,7,1437,0,1437,2,1437,3,1437,7,1437,1,1437,1,1437,1,1441,2,1441,2,1441,1,1441,0,1441,2,1454,1,1454,2,1454,2,1457,1,1457,3,1466,1,1479,0,1483,1,1496,0,1500,0,1503,0,1521,1,1534,2,1559,0,1567,0,1584,1,1669,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,14,1441,1,1441,1,1441,5,1441,0,1441,2,1441,3,1441,9,1441,1,1441,1,1441,1,1445,2,1445,2,1445,1,1445,0,1445,2,1457,1,1457,2,1457,2,1462,1,1462,3,1470,1,1483,0,1487,1,1500,0,1503,0,1508,0,1525,1,1538,2,1563,0,1571,0,1588,1,1673,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,14,1445,1,1445,1,1445,5,1445,0,1445,2,1445,3,1445,9,1445,1,1445,1,1445,1,1449,2,1449,2,1449,1,1449,0,1449,2,1462,1,1462,2,1462,2,1466,1,1466,2,1475,1,1487,0,1491,1,1503,0,1508,0,1512,0,1530,1,1542,2,1567,0,1575,0,1593,1,1677,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,14,1449,1,1449,1,1449,5,1449,0,1449,2,1449,3,1449,9,1449,1,1449,1,1449,1,1454,2,1454,2,1454,1,1454,0,1454,2,1466,1,1466,2,1466,2,1470,1,1470,1,1479,1,1491,0,1496,1,1508,0,1512,0,1516,0,1534,1,1546,2,1571,0,1579,0,1597,1,1682,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,14,1454,1,1454,1,1454,5,1454,0,1454,2,1454,3,1454,10,1454,1,1454,1,1454,1,1457,2,1457,2,1457,1,1457,0,1457,2,1470,1,1470,2,1470,2,1475,1,1475,1,1483,1,1496,0,1500,1,1512,0,1516,0,1521,0,1538,1,1550,2,1575,0,1584,0,1601,1,1686,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,14,1457,1,1457,1,1457,5,1457,0,1457,2,1457,3,1457,10,1457,1,1457,1,1457,1,1462,2,1462,2,1462,1,1462,0,1462,2,1475,1,1475,2,1475,3,1479,1,1479,1,1487,1,1500,0,1503,1,1516,0,1521,0,1525,0,1542,1,1554,2,1579,0,1588,0,1605,1,1690,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,14,1462,1,1462,1,1462,5,1462,0,1462,1,1462,3,1462,9,1462,1,1462,1,1462,1,1466,2,1466,2,1466,1,1466,0,1466,2,1479,1,1479,2,1479,3,1483,1,1483,3,1491,1,1503,0,1508,1,1521,0,1525,0,1530,0,1546,1,1559,2,1584,0,1593,0,1609,1,1694,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,14,1466,1,1466,1,1466,5,1466,0,1466,1,1466,3,1466,11,1466,1,1466,1,1466,1,1470,2,1470,2,1470,1,1470,0,1470,2,1483,1,1483,2,1483,3,1487,1,1487,3,1496,1,1508,0,1512,1,1525,0,1530,0,1534,0,1550,1,1563,1,1588,0,1597,0,1614,1,1700,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,14,1470,1,1470,1,1470,5,1470,0,1470,1,1470,3,1470,11,1470,1,1470,1,1470,1,1475,2,1475,2,1475,1,1475,0,1475,2,1487,1,1487,1,1487,3,1491,1,1491,2,1500,1,1512,0,1516,1,1530,0,1534,0,1538,0,1554,1,1567,1,1593,0,1601,0,1619,1,1704,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,14,1475,1,1475,1,1475,5,1475,0,1475,1,1475,3,1475,11,1475,1,1475,1,1475,1,1479,2,1479,2,1479,1,1479,0,1479,2,1491,1,1491,1,1491,3,1496,1,1496,2,1503,1,1516,0,1521,1,1534,0,1538,0,1542,0,1559,1,1571,1,1597,0,1605,0,1624,1,1709,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,14,1479,1,1479,1,1479,5,1479,0,1479,1,1479,3,1479,11,1479,1,1479,1,1479,1,1483,2,1483,2,1483,1,1483,0,1483,2,1496,1,1496,1,1496,2,1500,1,1500,2,1508,1,1521,0,1525,1,1538,0,1542,0,1546,0,1563,0,1575,1,1601,0,1609,0,1627,1,1713,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,14,1483,1,1483,1,1483,5,1483,0,1483,1,1483,3,1483,10,1483,1,1483,1,1483,1,1487,2,1487,2,1487,1,1487,0,1487,3,1500,1,1500,1,1500,2,1503,1,1503,3,1512,1,1525,0,1530,1,1542,0,1546,0,1550,0,1567,0,1579,1,1605,0,1614,0,1631,1,1717,0,,,,,,,,,,,,,,,,,,,,,,,,,,
